//ItemIndex   EffectIndex   EffectValue   EffectLevel   ColorR   ColorG   ColorB   ColorSize   ColorMain   ColorSide
//FERIR DARK RAVEN
6859        32002         23            0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         23            0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         28            0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         28            0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         29            0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         29            0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         3             0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         4             0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         5             0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         6             0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         7             0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         8             0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         9             0             0.82		0.09	 0       2.0        0.0         0.0
6859        32002         10            0             0.82		0.09	 0       2.0        0.0         0.0

//FERIR APOCALIPSE
6860        32002         3           0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         4           0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         5            0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         3            0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         4            0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         5            0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         6            0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         7            0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         8            0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         9            0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         9            0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         9            0              0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         10            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         13            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         20            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         21            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         26            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         27            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         31            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         33            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         34            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         35            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         36            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         37            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         41            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         42            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         43            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         44            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         45            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         49            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         50            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         51            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         52            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         42            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         43            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         22            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         22            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         23            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         23            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         28            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         28            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         29            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         29            0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         3             0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         4             0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         5             0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         6             0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         7             0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         8             0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         9             0             0.64		0.16	 0.69       2.0        0.0         0.0
6860        32002         10            0             0.64		0.16	 0.69       2.0        0.0         0.0

//FERIR BLOOD VAMPIRE
6893        32002         3            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         4            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         5            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         3            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         4            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         5            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         6            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         7            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         8            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         9            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         9            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         9            0              255 		255 	 255     2.0        0.0         1.0
6893        32002         10            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         13            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         20            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         21            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         26            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         27            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         31            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         33            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         34            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         35            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         36            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         37            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         41            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         42            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         43            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         44            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         45            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         49            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         50            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         51            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         52            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         42            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         43            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         22            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         22            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         23            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         23            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         28            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         28            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         29            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         29            0             255 		255 	 255     2.0        0.0         1.0
6893        32002         3             0             255 		255 	 255     2.0        0.0         1.0
6893        32002         4             0             255 		255 	 255     2.0        0.0         1.0
6893        32002         5             0             255 		255 	 255     2.0        0.0         1.0
6893        32002         6             0             255 		255 	 255     2.0        0.0         1.0
6893        32002         7             0             255 		255 	 255     2.0        0.0         1.0
6893        32002         8             0             255 		255 	 255     2.0        0.0         1.0
6893        32002         9             0             255 		255 	 255     2.0        0.0         1.0
6893        32002         10            0             255 		255 	 255     2.0        0.0         1.0

//HOUSE REDGLOST
6904        32380         17            0             1.0     0.0     0.0       0.75         0.0         0.0
6904        32380         18            0             1.0     0.0     0.0       0.75         0.0         0.0
6904        32380         23            0             1.0     0.0     0.0       0.75         0.0         0.0
6904        32380         28            0             1.0     0.0     0.0       0.75         0.0         0.0
6904        32380         29            0             1.0     0.0     0.0       0.75         0.0         0.0
6904        32380         33            0             1.0     0.0     0.0       0.75         0.0         0.0
6904        32380         34            0             1.0     0.0     0.0       0.75         0.0         0.0
6904        32380         63            0             1.0     0.0     0.0       0.75         0.0         0.0
6904        32380         96            0             1.0     0.0     0.0       0.50         0.0         0.0
6904        32380         97            0             1.0     0.0     0.0       0.40         0.0         0.0
6904        32380         98            0             1.0     0.0     0.0       0.75         0.0         0.0
6904        32380         99            0             1.0     0.0     0.0       0.75         0.0         0.0
6904        32380         103           0             1.0     0.0     0.0       0.75         0.0         0.0
6904        32380         31           0             1.0     0.0     0.0       1.0         0.0         0.0
6904        32380         64           0             1.0     0.0     0.0       1.0         0.0         0.0
6904        32380         65           0             1.0     0.0     0.0       1.0         0.0         0.0
6904        32380         66           0             1.0     0.0     0.0       1.0         0.0         0.0
6904        32380         90           0             1.0     0.0     0.0       1.0         0.0         0.0
6904        32229         42           0            1.0     0.0     0.0       1.0         0.0         0.0
6904        32229         52           0            1.0     0.0     0.0       1.0         0.0         0.0
6904        32229         74           0            1.0     0.0     0.0       1.0         0.0         0.0
6904        32229         85           0            1.0     0.0     0.0       1.0         0.0         0.0
6904        32380         43           0             1.0     0.0     0.0       0.7         0.0         0.0
6904        32380         44           0             1.0     0.0     0.0       0.7         0.0         0.0
6904        32380         45           0             1.0     0.0     0.0       1.00         0.0         0.0
6904        32380         53           0             1.0     0.0     0.0       0.7         0.0         0.0
6904        32380         54           0             1.0     0.0     0.0       0.7         0.0         0.0
6904        32380         58           0             1.0     0.0     0.0       1.00         0.0         0.0
6904        32380         75           0             1.0     0.0     0.0       0.7         0.0         0.0
6904        32380         76           0             1.0     0.0     0.0       0.7         0.0         0.0
6904        32380         77           0             1.0     0.0     0.0       1.00         0.0         0.0
6904        32380         86           0             1.0     0.0     0.0       0.7         0.0         0.0
6904        32380         87           0             1.0     0.0     0.0       0.7         0.0         0.0
6904        32380         88           0             1.0     0.0     0.0       1.00         0.0         0.0
6904        32380         78           0             1.0     0.0     0.0       1.00         0.0         0.0
6904        32380         89           0             1.0     0.0     0.0       1.00         0.0         0.0

//HOUSE GLOSTBLUE
6886       32380      17       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      18       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      23       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      28       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      29       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      33       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      34       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      63       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      96       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      97       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      98       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      99       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      103      0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      31       0    0.18    1.16    1.81 0.0  1.0   0.0 
6886       32380      64       0    0.18    1.16    1.81 0.0  1.0   0.0 
6886       32380      65       0    0.18    1.16    1.81 0.0  1.0   0.0 
6886       32380      66       0    0.18    1.16    1.81 0.0  1.0   0.0 
6886       32380      90       0    0.18    1.16    1.81 0.0  1.0   0.0 
6886       32229      42       0    0.18    1.16    1.81 1.0  1.0   1.0 
6886       32229      52       0    0.18    1.16    1.81 1.0  1.0   1.0 
6886       32229      74       0    0.18    1.16    1.81 1.0  1.0   1.0 
6886       32229      85       0    0.18    1.16    1.81 1.0  1.0   1.0 
6886       32380      43       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      44       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      45       0    0.18    1.16    1.81 0.0  1.0   0.0 
6886       32380      53       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      54       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      58       0    0.18    1.16    1.81 0.0  1.0   0.0 
6886       32380      75       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      76       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      77       0    0.18    1.16    1.81 0.0  1.0   0.0 
6886       32380      86       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      87       0    0.18    1.16    1.81 0.0  0.75  0.0 
6886       32380      88       0    0.18    1.16    1.81 0.0  1.0   0.0 
6886       32380      78       0    0.18    1.16    1.81 0.0  1.0   0.0 
6886       32380      89       0    0.18    1.16    1.81 0.0  1.0   0.0 

6886       32229      42       0    0.08    0.08    0.0 0.0   1.0   0.0 
6886       32229      52       0    0.08    0.08    0.0 0.0   1.0   0.0 
6886       32229      74       0    0.08    0.08    0.0 0.0   1.0   0.0 
6886       32229      85       0    0.08    0.08    0.0 0.0   1.0   0.0
end
