//===================================================================================================================
// [NPCS] Land of Trials - Mapa 5
//===================================================================================================================
0
//Monster      Range      PositionX      PositionY      Direction      Comment
end

//===================================================================================================================
// [SPOT] - LAND OF TRIALS (Map 5) - COORDENADAS EXACTAS
//===================================================================================================================
2
//Monster      Range      PositionX      PositionY      Direction      Comment
// [SPOT] - LAND OF TRIALS (Map 5) - RDDLV SPOTS (Areas)
//===================================================================================================================
1
//Monster      Range      BeginPosX      BeginPosY      EndPosX      EndPosY      Direction      Quantity      Comment
012            03         054            069            059            074          00             05            //Ax Warrior
161            03         054            069            059            074          00             05            //Lizard Warrior
012            03         059            013            064            018          00             05            //Ax Warrior
161            03         059            013            064            018          00             05            //Lizard Warrior
012            00         079            046            080            047          00             04            //Ax Warrior
161            00         079            046            080            047          00             04            //Lizard Warrior
end
