//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//ID	Number	Value	Item	Level	Skill	Luck	Option	ExOpt	AncOp	JOH	Oexe	Socket1	Socket2	Socket3	Socket4	Socket5	Qtd	Duration	Comment
1270	1270	320	4112	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Black Dragon Armor (1 UN)
1280	1280	320	4113	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Phoenix Armor (1 UN)
1290	1290	320	4114	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Grand Soul Armor (1 UN)
1300	1300	400	4117	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Great Dragon Armor (1 UN)
1310	1310	400	4118	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Soul Armor (1 UN)
1320	1320	300	4121	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Light Plate Armor (1 UN)
1330	1330	350	4608	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Pants (1 UN)
1340	1340	350	4609	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Pants (1 UN)
1350	1350	350	4610	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pad Pants (1 UN)
1360	1360	300	4611	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Legendary Pants (1 UN)
1370	1370	300	4612	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bone Pants (1 UN)
1380	1380	300	4613	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Leather Pants (1 UN)
1390	1390	280	4614	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Scale Pants (1 UN)
1400	1400	280	4615	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sphinx Pants (1 UN)
1410	1410	280	4616	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Brass Pants (1 UN)
1420	1420	320	4617	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Plate Pants (1 UN)
1430	1430	320	4624	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Black Dragon Pants (1 UN)
1440	1440	320	4625	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Phoenix Pants (1 UN)
1450	1450	320	4626	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Grand Soul Pants (1 UN)
1460	1460	400	4629	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Great Dragon Pants (1 UN)
1470	1470	400	4630	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Soul Pants (1 UN)
1480	1480	300	4633	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Light Plate Pants (1 UN)
1490	1490	350	5120	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Gloves (1 UN)
1500	1500	350	5121	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Gloves (1 UN)
1510	1510	350	5122	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pad Gloves (1 UN)
1520	1520	300	5123	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Legendary Gloves (1 UN)
1530	1530	300	5124	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bone Gloves (1 UN)
1540	1540	300	5125	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Leather Gloves (1 UN)
1550	1550	280	5126	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Scale Gloves (1 UN)
1560	1560	280	5127	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sphinx Gloves (1 UN)
1570	1570	280	5128	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Brass Gloves (1 UN)
1580	1580	320	5129	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Plate Gloves (1 UN)
1590	1590	320	5136	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Black Dragon Gloves (1 UN)
1600	1600	320	5137	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Phoenix Gloves (1 UN)
1610	1610	320	5138	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Grand Soul Gloves (1 UN)
1620	1620	400	5141	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Great Dragon Gloves (1 UN)
1630	1630	400	5142	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Soul Gloves (1 UN)
1640	1640	300	5145	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Light Plate Gloves (1 UN)
1650	1650	350	5632	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bronze Boots (1 UN)
1660	1660	350	5633	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dragon Boots (1 UN)
1670	1670	350	5634	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pad Boots (1 UN)
1680	1680	300	5635	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Legendary Boots (1 UN)
1690	1690	300	5636	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Bone Boots (1 UN)
1700	1700	300	5637	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Leather Boots (1 UN)
1710	1710	280	5638	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Scale Boots (1 UN)
1720	1720	280	5639	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sphinx Boots (1 UN)
1730	1730	280	5640	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Brass Boots (1 UN)
1740	1740	320	5641	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Plate Boots (1 UN)
1750	1750	320	5648	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Black Dragon Boots (1 UN)
1760	1760	320	5649	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Phoenix Boots (1 UN)
1770	1770	320	5650	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Grand Soul Boots (1 UN)
1780	1780	400	5653	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Great Dragon Boots (1 UN)
1790	1790	400	5654	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Dark Soul Boots (1 UN)
1800	1800	300	5657	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Light Plate Boots (1 UN)
1810	1810	3000	6890	0	0	0	0	0	0	0	0	255	255	255	255	255	0	0	// Eagle Of Saron (1 UN)
1820	1820	3000	6181	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wing of Eternal (1 UN)
1830	1830	3000	6182	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wing of Illusion (1 UN)
1840	1840	3000	6183	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Wing of Ruin (1 UN)
1850	1850	3000	6184	15	1	1	7	31	0	0	0	255	255	255	255	255	0	0	// Cape of Emperor (1 UN)
1860	1860	3000	3725	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Of Apocalipse 2.0 (1 UN)
1870	1870	3000	3734	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Of Snow [RL] (1 UN)
1880	1880	3000	3751	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Of Zeus (1 UN)
1890	1890	4200	3752	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Of Holy [M] (1 UN)
1900	1900	4200	3753	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Of Holy [F] (1 UN)
1910	1910	4200	3787	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Of Armageddon [RL] (1 UN)
1920	1920	3100	3783	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Of Saron [M] (1 UN)
1930	1930	3100	3784	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Of Saron [F]  (1 UN)
1940	1940	3050	3785	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Of Green V2 [M] (1 UN)
1950	1950	3050	3786	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Of Green V2 [F]  (1 UN)
1960	1960	4200	3762	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Ligh Blue [M] (1 UN)
1970	1970	4200	3765	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Ligh Blue [F] (1 UN)
1980	1980	4200	3761	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Red Fire [M] (1 UN)
1990	1990	4200	3764	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Helm Red Fire [F] (1 UN)
2000	2000	3000	4237	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Of Apocalipse 2.0 (1 UN)
2010	2010	3000	4246	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Of Snow [RL] (1 UN)
2020	2020	3000	4263	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Of Zeus (1 UN)
2030	2030	4200	4264	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Of Holy [M] (1 UN)
2040	2040	4200	4265	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Of Holy [F] (1 UN)
2050	2050	4200	4299	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Of Armageddon [RL] (1 UN)
2060	2060	3100	4295	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Of Saron [M] (1 UN)
2070	2070	3100	4296	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Of Saron [F] (1 UN)
2080	2080	3100	4297	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Of Green V2 [M] (1 UN)
2090	2090	3100	4298	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Of Green V2 [F] (1 UN)
2100	2100	4200	4274	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Ligh Blue [M] (1 UN)
2110	2110	4200	4277	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Ligh Blue [F] (1 UN)
2120	2120	4200	4273	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Red Fire [M] (1 UN)
2130	2130	4200	4276	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Armor Red Fire [F] (1 UN)
2140	2140	3000	4749	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Of Apocalipse 2.0 (1 UN)
2150	2150	3000	4758	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Of Snow [RL] (1 UN)
2160	2160	3000	4775	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Of Zeus (1 UN)
2170	2170	4200	4776	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Of Holy [M] (1 UN)
2180	2180	4200	4777	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Of Holy [F] (1 UN)
2190	2190	4200	4811	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Of Armageddon [RL] (1 UN)
2200	2200	3100	4807	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Of Saron [M] (1 UN)
2210	2210	3100	4808	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Of Saron [F] (1 UN)
2220	2220	3100	4809	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Of Green V2 [M] (1 UN)
2230	2230	3100	4810	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Of Green V2 [F] (1 UN)
2240	2240	4200	4786	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Ligh Blue [M] (1 UN)
2250	2250	4200	4789	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Ligh Blue [F] (1 UN)
2260	2260	4200	4785	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Red Fire [M] (1 UN)
2270	2270	4200	4788	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pants Red Fire [F] (1 UN)
2280	2280	3000	5261	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Of Apocalipse 2.0 (1 UN)
2290	2290	3000	5270	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Of Snow [RL] (1 UN)
2300	2300	3000	5287	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Of Zeus (1 UN)
2310	2310	4200	5288	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Of Holy [M] (1 UN)
2320	2320	4200	5289	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Of Holy [F] (1 UN)
2330	2330	4200	5323	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Of Armageddon [RL] (1 UN)
2340	2340	3100	5319	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Of Saron [M] (1 UN)
2350	2350	3100	5320	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Of Saron [F] (1 UN)
2360	2360	3100	5321	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Of Green V2 [M] (1 UN)
2370	2370	3100	5322	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Of Green V2 [F] (1 UN)
2380	2380	4200	5298	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Ligh Blue [M] (1 UN)
2390	2390	4200	5301	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Ligh Blue [F] (1 UN)
2400	2400	4200	5297	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Red Fire [M] (1 UN)
2410	2410	4200	5300	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Gloves Red Fire [F] (1 UN)
2420	2420	3000	5773	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Of Apocalipse 2.0 (1 UN)
2430	2430	3000	5782	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Of Snow [RL] (1 UN)
2440	2440	3000	5799	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Of Zeus (1 UN)
2450	2450	4200	5800	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Of Holy [M] (1 UN)
2460	2460	4200	5801	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Of Holy [F] (1 UN)
2470	2470	4200	5835	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Of Armageddon [RL] (1 UN)
2480	2480	3100	5831	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Of Saron [M] (1 UN)
2490	2490	3100	5832	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Of Saron[F] (1 UN)
2500	2500	3100	5833	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Of Green V2 [M] (1 UN)
2510	2510	3100	5834	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Of Green V2 [F] (1 UN)
2520	2520	4200	5810	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Ligh Blue [M] (1 UN)
2530	2530	4200	5813	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Ligh Blue [F] (1 UN)
2540	2540	4200	5809	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Red Fire [M] (1 UN)
2550	2550	4200	5812	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Boots Red Fire [F] (1 UN)
2560	2560	4200	6311	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Wings Of Apocalipse 2.0 (1 UN)
2570	2570	4400	6310	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Capa Of Apocalipse 2.0 (1 UN)
2580	2580	4000	6317	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Wings Of Snow [RL] (1 UN)
2590	2590	4200	6316	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Capa Of Snow [RL] (1 UN)
2600	2600	4200	6327	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Wings Of Zeus (1 UN)
2610	2610	4500	6328	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Capa Of Zeus (1 UN)
2620	2620	4100	6329	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Wings Of Holy (1 UN)
2630	2630	4400	6330	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Capa Of Holy (1 UN)
2640	2640	4400	6308	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Wings Of Armageddom [RL] (1 UN)
2650	2650	5000	6307	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Capa Of Armageddom [RL] (1 UN)
2660	2660	3000	6386	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Wings Of Saron (1 UN)
2670	2670	3200	6385	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Capa Of Saron (1 UN)
2680	2680	3200	6387	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Wings Of Green V2  (1 UN)
2690	2690	3400	6388	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Capa Of Green V2 (1 UN)
2700	2700	4400	6305	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Wings Ligh Blue (1 UN)
2710	2710	5400	6304	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Capa Ligh Blue (1 UN)
2720	2720	4400	6302	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Wings Red Fire (1 UN)
2730	2730	4500	6303	15	1	1	7	31	0	0	0	255	255	255	255	255	255	0	// Capa Red Fire (1 UN)
2740	2740	2500	2122	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ring Of Apocalipse 2.0 (1 UN)
2750	2750	2600	2123	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pendant Of Apocalipse 2.0 (1 UN)
2760	2760	2600	2132	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ring Of Zeus (1 UN)
2770	2770	2700	2133	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pendant Of Zeus (1 UN)
2780	2780	2700	2134	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ring Of Holy (1 UN)
2790	2790	2800	2135	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pendant Of Holy (1 UN)
2800	2800	3000	2120	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ring Of Armageddon [RL] (1 UN)
2810	2810	3200	2121	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pendant Of Armageddon [RL] (1 UN)
2820	2820	1200	2099	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Ring Of Green V2 (1 UN)
2830	2830	2200	2100	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Pendant Of Green V2 (1 UN)
2840	2840	2200	69	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sword Of Apocalipse 2.0 (1 UN)
2850	2850	2400	62	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sword Of Snow [RL] (1 UN)
2860	2860	3400	83	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sword Of Zeus (1 UN)
2870	2870	3400	84	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sword Of Holy (1 UN)
2880	2880	4400	68	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sword Of Armageddom [RL] (1 UN)
2890	2890	1400	65	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sword Of Saron (1 UN)
2900	2900	2400	66	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sword Of Green V2 (1 UN)
2910	2910	2600	97	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sword Ligh Blue (1 UN)
2920	2920	2600	96	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Sword Red Fire (1 UN)
2930	2930	2600	521	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Axe Of Saron (1 UN)
2940	2940	1600	522	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Axe Of Green V2 (1 UN)
2950	2950	2800	523	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Axe Of Holy (1 UN)
2960	2960	2800	527	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Axe Red Fire (1 UN)
2970	2970	2900	528	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Axe Ligh Blue (1 UN)
2980	2980	2900	1065	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Mace Of Snow [RL] (1 UN)
2990	2990	2200	1066	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Mace Of Saron (1 UN)
3000	3000	2400	1067	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Scepter Of Saron (1 UN)
3010	3010	2400	1068	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Mace Of Green V2 (1 UN)
3020	3020	2900	1070	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Mace Of Armageddon [RL] (1 UN)
3030	3030	2900	1072	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Mace Of Zeus (1 UN)
3040	3040	2900	1073	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Mace Of Holy (1 UN)
3050	3050	2900	1088	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Mace Ligh Blue (1 UN)
3060	3060	2900	1087	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Mace Red Fire (1 UN)
3070	3070	3900	2603	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Staff Of Apocalipse 2.0 (1 UN)
3080	3080	3900	2601	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Staff Of Armageddon [RL] (1 UN)
3090	3090	2900	2624	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Staff Of Green V2 (1 UN)
3100	3100	3900	2627	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Staff Of Holy (1 UN)
3110	3110	2900	2623	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Staff Of Saron (1 UN)
3120	3120	3900	2635	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Staff Ligh Blue (1 UN)
3130	3130	2900	3116	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Shield Of Apocalipse 2.0 (1 UN)
3140	3140	2900	3115	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Shield Of Armageddon [RL] (1 UN)
3150	3150	2900	3126	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Shield Of Zeus (1 UN)
3160	3160	2900	3127	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Shield Of Holly (1 UN)
3170	3170	2900	3139	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Shield Ligh Blue (1 UN)
3180	3180	2900	3138	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Shield Red Fire (1 UN)
3190	3190	2900	3120	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Shield Of Snow [RL] (1 UN)
3200	3200	2900	3119	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Shield Of Green V2 (1 UN)
3210	3210	2900	3118	15	1	1	7	63	0	0	0	255	255	255	255	255	255	0	// Shield Of Saron (1 UN)
3220	3220	2900	6859	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Ferir Armageddon (1 UN)
3230	3230	2900	6860	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Ferir Of Apocalipse (1 UN)
3240	3240	2900	6869	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Arcanjo Voador (1 UN)
3250	3250	4900	6872	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Eagle Zeus (1 UN)
3260	3260	3900	6876	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Ferir Blue (1 UN)
3270	3270	3900	6878	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Ferir Green (1 UN)
3280	3280	3900	6879	0	0	0	0	0	0	0	0	255	255	255	255	255	255	0	// Pet Ferir purple (1 UN)
