//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
46	346	346	1	509	500	0	3460	0	0	0	0	0	0	0	0	0	3460	0	0	0	0	0	0	0	0	0	// Knight Blade
46	347	347	1	509	800	0	3470	0	0	0	0	0	0	0	0	0	3470	0	0	0	0	0	0	0	0	0	// Dark Reign Blade
46	348	348	1	509	800	0	3480	0	0	0	0	0	0	0	0	0	3480	0	0	0	0	0	0	0	0	0	// Rune Blade
47	349	349	1	509	800	0	3490	0	0	0	0	0	0	0	0	0	3490	0	0	0	0	0	0	0	0	0	// Ring of Poison
47	350	350	1	509	800	0	3500	0	0	0	0	0	0	0	0	0	3500	0	0	0	0	0	0	0	0	0	// Ring of Ice
47	351	351	1	509	800	0	3510	0	0	0	0	0	0	0	0	0	3510	0	0	0	0	0	0	0	0	0	// Pendant of Lighting
47	352	352	1	509	800	0	3520	0	0	0	0	0	0	0	0	0	3520	0	0	0	0	0	0	0	0	0	// Pendant of Fire
47	353	353	1	509	800	0	3530	0	0	0	0	0	0	0	0	0	3530	0	0	0	0	0	0	0	0	0	// Ring of Fire
47	354	354	1	509	800	0	3540	0	0	0	0	0	0	0	0	0	3540	0	0	0	0	0	0	0	0	0	// Ring of Earth
47	355	355	1	509	800	0	3550	0	0	0	0	0	0	0	0	0	3550	0	0	0	0	0	0	0	0	0	// Ring of Wind
47	356	356	1	509	800	0	3560	0	0	0	0	0	0	0	0	0	3560	0	0	0	0	0	0	0	0	0	// Ring of Magic
47	357	357	1	509	800	0	3570	0	0	0	0	0	0	0	0	0	3570	0	0	0	0	0	0	0	0	0	// Pendant of Ice
47	358	358	1	509	800	0	3580	0	0	0	0	0	0	0	0	0	3580	0	0	0	0	0	0	0	0	0	// Pendant of Wind
47	359	359	1	509	800	0	3590	0	0	0	0	0	0	0	0	0	3590	0	0	0	0	0	0	0	0	0	// Pendant of Water
47	360	360	1	509	800	0	3600	0	0	0	0	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	// Pendant of Ability
61	186	186	1	0	3000	0	1860	0	0	0	0	0	0	0	0	0	1860	0	0	0	0	0	0	0	0	0	// Helm Of Apocalipse 2.0
61	187	187	1	0	3000	0	1870	0	0	0	0	0	0	0	0	0	1870	0	0	0	0	0	0	0	0	0	// Helm Of Snow [RL]
61	188	188	1	0	3000	0	1880	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0	0	// Helm Of Zeus
61	189	189	1	0	4200	0	1890	0	0	0	0	0	0	0	0	0	1890	0	0	0	0	0	0	0	0	0	// Helm Of Holy [M]
61	190	190	1	0	4200	0	1900	0	0	0	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0	// Helm Of Holy [F]
61	191	191	1	0	4200	0	1910	0	0	0	0	0	0	0	0	0	1910	0	0	0	0	0	0	0	0	0	// Helm Of Armageddon [RL]
61	192	192	1	0	3100	0	1920	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	0	0	0	// Helm Of Saron [M]
61	193	193	1	0	3100	0	1930	0	0	0	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	0	0	// Helm Of Saron [F] 
61	194	194	1	0	3050	0	1940	0	0	0	0	0	0	0	0	0	1940	0	0	0	0	0	0	0	0	0	// Helm Of Green V2 [M]
61	195	195	1	0	3050	0	1950	0	0	0	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	// Helm Of Green V2 [F] 
61	196	196	1	0	4200	0	1960	0	0	0	0	0	0	0	0	0	1960	0	0	0	0	0	0	0	0	0	// Helm Ligh Blue [M]
61	197	197	1	0	4200	0	1970	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	// Helm Ligh Blue [F]
61	198	198	1	0	4200	0	1980	0	0	0	0	0	0	0	0	0	1980	0	0	0	0	0	0	0	0	0	// Helm Red Fire [M]
61	199	199	1	0	4200	0	1990	0	0	0	0	0	0	0	0	0	1990	0	0	0	0	0	0	0	0	0	// Helm Red Fire [F]
62	200	200	1	0	3000	0	2000	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	// Armor Of Apocalipse 2.0
62	201	201	1	0	3000	0	2010	0	0	0	0	0	0	0	0	0	2010	0	0	0	0	0	0	0	0	0	// Armor Of Snow [RL]
62	202	202	1	0	3000	0	2020	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	// Armor Of Zeus
62	203	203	1	0	4200	0	2030	0	0	0	0	0	0	0	0	0	2030	0	0	0	0	0	0	0	0	0	// Armor Of Holy [M]
62	204	204	1	0	4200	0	2040	0	0	0	0	0	0	0	0	0	2040	0	0	0	0	0	0	0	0	0	// Armor Of Holy [F]
62	205	205	1	0	4200	0	2050	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	0	// Armor Of Armageddon [RL]
62	206	206	1	0	3100	0	2060	0	0	0	0	0	0	0	0	0	2060	0	0	0	0	0	0	0	0	0	// Armor Of Saron [M]
62	207	207	1	0	3100	0	2070	0	0	0	0	0	0	0	0	0	2070	0	0	0	0	0	0	0	0	0	// Armor Of Saron [F]
62	208	208	1	0	3100	0	2080	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	// Armor Of Green V2 [M]
62	209	209	1	0	3100	0	2090	0	0	0	0	0	0	0	0	0	2090	0	0	0	0	0	0	0	0	0	// Armor Of Green V2 [F]
62	210	210	1	0	4200	0	2100	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0	// Armor Ligh Blue [M]
62	211	211	1	0	4200	0	2110	0	0	0	0	0	0	0	0	0	2110	0	0	0	0	0	0	0	0	0	// Armor Ligh Blue [F]
62	212	212	1	0	4200	0	2120	0	0	0	0	0	0	0	0	0	2120	0	0	0	0	0	0	0	0	0	// Armor Red Fire [M]
62	213	213	1	0	4200	0	2130	0	0	0	0	0	0	0	0	0	2130	0	0	0	0	0	0	0	0	0	// Armor Red Fire [F]
63	214	214	1	0	3000	0	2140	0	0	0	0	0	0	0	0	0	2140	0	0	0	0	0	0	0	0	0	// Pants Of Apocalipse 2.0
63	215	215	1	0	3000	0	2150	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	// Pants Of Snow [RL]
63	216	216	1	0	3000	0	2160	0	0	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	// Pants Of Zeus
63	217	217	1	0	4200	0	2170	0	0	0	0	0	0	0	0	0	2170	0	0	0	0	0	0	0	0	0	// Pants Of Holy [M]
63	218	218	1	0	4200	0	2180	0	0	0	0	0	0	0	0	0	2180	0	0	0	0	0	0	0	0	0	// Pants Of Holy [F]
63	219	219	1	0	4200	0	2190	0	0	0	0	0	0	0	0	0	2190	0	0	0	0	0	0	0	0	0	// Pants Of Armageddon [RL]
63	220	220	1	0	3100	0	2200	0	0	0	0	0	0	0	0	0	2200	0	0	0	0	0	0	0	0	0	// Pants Of Saron [M]
63	221	221	1	0	3100	0	2210	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	0	// Pants Of Saron [F]
63	222	222	1	0	3100	0	2220	0	0	0	0	0	0	0	0	0	2220	0	0	0	0	0	0	0	0	0	// Pants Of Green V2 [M]
63	223	223	1	0	3100	0	2230	0	0	0	0	0	0	0	0	0	2230	0	0	0	0	0	0	0	0	0	// Pants Of Green V2 [F]
63	224	224	1	0	4200	0	2240	0	0	0	0	0	0	0	0	0	2240	0	0	0	0	0	0	0	0	0	// Pants Ligh Blue [M]
63	225	225	1	0	4200	0	2250	0	0	0	0	0	0	0	0	0	2250	0	0	0	0	0	0	0	0	0	// Pants Ligh Blue [F]
63	226	226	1	0	4200	0	2260	0	0	0	0	0	0	0	0	0	2260	0	0	0	0	0	0	0	0	0	// Pants Red Fire [M]
63	227	227	1	0	4200	0	2270	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	0	0	0	0	0	// Pants Red Fire [F]
64	228	228	1	0	3000	0	2280	0	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	// Gloves Of Apocalipse 2.0
64	229	229	1	0	3000	0	2290	0	0	0	0	0	0	0	0	0	2290	0	0	0	0	0	0	0	0	0	// Gloves Of Snow [RL]
64	230	230	1	0	3000	0	2300	0	0	0	0	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	// Gloves Of Zeus
64	231	231	1	0	4200	0	2310	0	0	0	0	0	0	0	0	0	2310	0	0	0	0	0	0	0	0	0	// Gloves Of Holy [M]
64	232	232	1	0	4200	0	2320	0	0	0	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	// Gloves Of Holy [F]
64	233	233	1	0	4200	0	2330	0	0	0	0	0	0	0	0	0	2330	0	0	0	0	0	0	0	0	0	// Gloves Of Armageddon [RL]
64	234	234	1	0	3100	0	2340	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	0	0	0	0	0	// Gloves Of Saron [M]
64	235	235	1	0	3100	0	2350	0	0	0	0	0	0	0	0	0	2350	0	0	0	0	0	0	0	0	0	// Gloves Of Saron [F]
64	236	236	1	0	3100	0	2360	0	0	0	0	0	0	0	0	0	2360	0	0	0	0	0	0	0	0	0	// Gloves Of Green V2 [M]
64	237	237	1	0	3100	0	2370	0	0	0	0	0	0	0	0	0	2370	0	0	0	0	0	0	0	0	0	// Gloves Of Green V2 [F]
64	238	238	1	0	4200	0	2380	0	0	0	0	0	0	0	0	0	2380	0	0	0	0	0	0	0	0	0	// Gloves Ligh Blue [M]
64	239	239	1	0	4200	0	2390	0	0	0	0	0	0	0	0	0	2390	0	0	0	0	0	0	0	0	0	// Gloves Ligh Blue [F]
64	240	240	1	0	4200	0	2400	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	// Gloves Red Fire [M]
64	241	241	1	0	4200	0	2410	0	0	0	0	0	0	0	0	0	2410	0	0	0	0	0	0	0	0	0	// Gloves Red Fire [F]
65	242	242	1	0	3000	0	2420	0	0	0	0	0	0	0	0	0	2420	0	0	0	0	0	0	0	0	0	// Boots Of Apocalipse 2.0
65	243	243	1	0	3000	0	2430	0	0	0	0	0	0	0	0	0	2430	0	0	0	0	0	0	0	0	0	// Boots Of Snow [RL]
65	244	244	1	0	3000	0	2440	0	0	0	0	0	0	0	0	0	2440	0	0	0	0	0	0	0	0	0	// Boots Of Zeus
65	245	245	1	0	4200	0	2450	0	0	0	0	0	0	0	0	0	2450	0	0	0	0	0	0	0	0	0	// Boots Of Holy [M]
65	246	246	1	0	4200	0	2460	0	0	0	0	0	0	0	0	0	2460	0	0	0	0	0	0	0	0	0	// Boots Of Holy [F]
65	247	247	1	0	4200	0	2470	0	0	0	0	0	0	0	0	0	2470	0	0	0	0	0	0	0	0	0	// Boots Of Armageddon [RL]
65	248	248	1	0	3100	0	2480	0	0	0	0	0	0	0	0	0	2480	0	0	0	0	0	0	0	0	0	// Boots Of Saron [M]
65	249	249	1	0	3100	0	2490	0	0	0	0	0	0	0	0	0	2490	0	0	0	0	0	0	0	0	0	// Boots Of Saron[F]
65	250	250	1	0	3100	0	2500	0	0	0	0	0	0	0	0	0	2500	0	0	0	0	0	0	0	0	0	// Boots Of Green V2 [M]
65	251	251	1	0	3100	0	2510	0	0	0	0	0	0	0	0	0	2510	0	0	0	0	0	0	0	0	0	// Boots Of Green V2 [F]
65	252	252	1	0	4200	0	2520	0	0	0	0	0	0	0	0	0	2520	0	0	0	0	0	0	0	0	0	// Boots Ligh Blue [M]
65	253	253	1	0	4200	0	2530	0	0	0	0	0	0	0	0	0	2530	0	0	0	0	0	0	0	0	0	// Boots Ligh Blue [F]
65	254	254	1	0	4200	0	2540	0	0	0	0	0	0	0	0	0	2540	0	0	0	0	0	0	0	0	0	// Boots Red Fire [M]
65	255	255	1	0	4200	0	2550	0	0	0	0	0	0	0	0	0	2550	0	0	0	0	0	0	0	0	0	// Boots Red Fire [F]
66	256	256	1	0	4200	0	2560	0	0	0	0	0	0	0	0	0	2560	0	0	0	0	0	0	0	0	0	// Wings Of Apocalipse 2.0
66	257	257	1	0	4400	0	2570	0	0	0	0	0	0	0	0	0	2570	0	0	0	0	0	0	0	0	0	// Capa Of Apocalipse 2.0
66	258	258	1	0	4000	0	2580	0	0	0	0	0	0	0	0	0	2580	0	0	0	0	0	0	0	0	0	// Wings Of Snow [RL]
66	259	259	1	0	4200	0	2590	0	0	0	0	0	0	0	0	0	2590	0	0	0	0	0	0	0	0	0	// Capa Of Snow [RL]
66	260	260	1	0	4200	0	2600	0	0	0	0	0	0	0	0	0	2600	0	0	0	0	0	0	0	0	0	// Wings Of Zeus
66	261	261	1	0	4500	0	2610	0	0	0	0	0	0	0	0	0	2610	0	0	0	0	0	0	0	0	0	// Capa Of Zeus
66	262	262	1	0	4100	0	2620	0	0	0	0	0	0	0	0	0	2620	0	0	0	0	0	0	0	0	0	// Wings Of Holy
